geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000082641,4,3,1,0,0,1,3769.2547642928785,515513.2178404211,2012-09-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,NFE2L1,0.583,2.2227,0.14092,0,0.5,-1.0,,
ENSG00000083307,4,3,0,0,0,1,68837.80679818468,203090.6413944402,2020-05-18,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,GRHL2,0.633,2.2946,0.14845,0,0.5,0.0,,
ENSG00000084731,4,3,1,0,0,1,42362.45324254164,765591.3646788632,2018-06-11,1,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,KIF3C,0.73399997,3.5249,1.4287,4,1.0,0.0,Immune System;Intraflagellar transport;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Kinesins,R-HSA-168256;R-HSA-5620924;R-HSA-8856688;R-HSA-6811434;R-HSA-983189
ENSG00000085831,5,3,0,0,0,1,29890.37750380142,228220.5662976458,2023-01-18,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,TTC39A,0.25,2.1883,0.5467,0,0.5,0.0,,
ENSG00000086062,4,3,1,1,0,1,130873.95073828615,464892.4593283075,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,9,B4GALT1,0.26099998,0.89855,-0.77764,8,-1.0,-1.0,Signal Transduction;Interaction With Cumulus Cells And The Zona Pellucida;Defective B4GALT1 causes B4GALT1-CDG (CDG-2d);Immune System;Fertilization;Disease;Post-translational protein modification,R-HSA-162582;R-HSA-2534343;R-HSA-3656244;R-HSA-168256;R-HSA-1187000;R-HSA-1643685;R-HSA-597592
ENSG00000087128,4,3,0,0,1,1,286678.73247515375,374021.10061973665,2024-07-19,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,TMPRSS11E,-0.059000015,0.062265,0.77591,0,0.75,0.5,,
ENSG00000088179,3,3,1,0,0,1,13883.57970142381,36494.548446257475,2018-08-13,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,PTPN4,0.504,2.322,1.2929,3,-1.0,-1.0,Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Interleukins,R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-449147
ENSG00000090661,3,3,1,0,0,1,134703.04231665854,384314.83364002535,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,4,CERS4,-0.472,-0.91299,-0.76197,1,-1.0,-1.0,Sphingolipid de novo biosynthesis,R-HSA-1660661
ENSG00000093217,5,3,0,0,1,1,20914.712631588172,138890.6106237268,2018-08-13,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,XYLB,-0.054999948,0.056983,0.28809,1,0.5,0.0,,
ENSG00000095383,4,3,1,0,1,1,190279.23963861223,275021.63051358337,2023-01-18,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,6,TBC1D2,0.204,1.5579,0.90205,1,-1.0,-1.0,TBC/RABGAPs;Rab regulation of trafficking,R-HSA-8854214;R-HSA-9007101
ENSG00000100359,3,3,1,0,0,1,137776.79053446153,258213.8601133611,2023-01-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,SGSM3,-0.17499995,-0.036296,-1.6552,0,-1.0,-1.0,,
ENSG00000100364,7,3,1,0,0,1,114942.80121356022,1470466.6505612188,2018-05-08,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,10,KIAA0930,0.16299999,1.7201,-1.3655,0,0.5,-1.0,,
ENSG00000100890,4,3,1,0,0,1,76062.08958444146,233499.4066209918,2021-08-26,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,PRORP,0.0009999871,1.1135,1.0094,3,-1.0,-1.0,rRNA processing in the mitochondrion;rRNA processing,R-HSA-8868766;R-HSA-72312
ENSG00000101162,3,3,0,0,1,1,39406.19595155135,107200.17738606388,2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,8,TUBB1,-0.58599997,0.8784,0.8655,31,0.5,0.5,Signal Transduction;Post-chaperonin tubulin folding pathway;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Prefoldin mediated transfer of substrate  to CCT/TriC;Gap junction assembly;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding;Disease;Aggrephagy;Sealing of the nuclear envelope (NE) by ESCRT-III;Intraflagellar transport;Golgi-to-ER retrograde transport;COPI-dependent Golgi-to-ER retrograde traffic;Recycling pathway of L1;Carboxyterminal post-translational modifications of tubulin;Gap junction trafficking and regulation;Kinesins;Gap junction trafficking;Post-translational protein modification,R-HSA-162582;R-HSA-389977;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-389957;R-HSA-190861;R-HSA-389958;R-HSA-1643685;R-HSA-9646399;R-HSA-9668328;R-HSA-5620924;R-HSA-8856688;R-HSA-6811434;R-HSA-437239;R-HSA-8955332;R-HSA-157858;R-HSA-983189;R-HSA-190828;R-HSA-597592
ENSG00000101367,3,3,1,0,0,1,36711.14417421714,466632.7979326389,2018-12-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,MAPRE1,0.624,2.4297,0.038828,14,-1.0,-1.0,Signal Transduction,R-HSA-162582
ENSG00000101445,9,3,1,0,0,1,15866.724081734988,633132.2332759313,2014-07-22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,11,PPP1R16B,0.61899996,2.8278,1.4497,0,0.5,0.0,,
ENSG00000101890,4,3,0,0,0,1,25400.368448108824,187203.10687937262,2020-06-08,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,GUCY2F,,,,1,1.0,1.0,,
ENSG00000102572,3,3,1,0,0,1,115123.9652207147,1424218.0900670097,2019-02-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,8,STK24,0.468,2.4823,0.73698,2,-1.0,-1.0,,
ENSG00000102755,5,3,0,0,0,1,18394.608190187482,394357.452283155,2017-12-06,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,12,FLT1,0.621,2.959,0.032683,2,1.0,0.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000103035,4,3,0,0,0,1,145320.08042080907,433862.5685735124,2023-01-18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,PSMD7,0.324,1.5979,-1.2268,62,-1.0,-1.0,Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;Regulation of expression of SLITs and ROBOs;Regulation of ornithine decarboxylase (ODC);Metabolism of polyamines;Dectin-1 mediated noncanonical NF-kB signaling;AUF1 (hnRNP D0) binds and destabilizes mRNA;Hedgehog ligand biogenesis;Hh mutants are degraded by ERAD;Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Hh mutants abrogate ligand secretion;Asymmetric localization of PCP proteins;NIK-->noncanonical NF-kB signaling;Degradation of DVL;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification;Transcriptional regulation by RUNX3,R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-9010553;R-HSA-350562;R-HSA-351202;R-HSA-5607761;R-HSA-450408;R-HSA-5358346;R-HSA-5362768;R-HSA-1234176;R-HSA-5387390;R-HSA-4608870;R-HSA-5676590;R-HSA-4641258;R-HSA-5663202;R-HSA-597592;R-HSA-8878159
ENSG00000103126,3,3,1,0,0,1,40939.08484366117,191895.42310022408,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,8,AXIN1,0.43699998,0.20333,-1.4556,18,-1.0,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);APC truncation mutants have impaired AXIN binding;Truncations of AMER1 destabilize the destruction complex;AXIN missense mutants destabilize the destruction complex;Signaling by AMER1 mutants;Signaling by APC mutants;Signaling by AXIN mutants;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-5467337;R-HSA-5467348;R-HSA-5467340;R-HSA-4839748;R-HSA-4839744;R-HSA-4839735;R-HSA-1643685;R-HSA-5663202;R-HSA-597592
ENSG00000105675,3,3,1,0,0,1,17541.24297681336,178948.78717378277,2021-04-08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,ATP4A,0.19199997,3.4721,0.31081,1,1.0,0.5,,
ENSG00000105717,4,3,0,0,0,1,6628.429524120093,165311.73772118514,2018-08-13,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,PBX4,-0.078999996,0.43632,-0.62556,0,0.5,0.5,,
ENSG00000105849,3,3,0,0,0,1,180344.38517486732,551389.5206213495,2022-02-02,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,POLR1F,-0.36,-0.1457,-0.12019,5,-1.0,-1.0,RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance,R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73762;R-HSA-73864;R-HSA-73854
ENSG00000106066,11,3,1,1,1,1,22902.966768273185,431284.57934287674,2018-05-08,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,CPVL,0.027999997,0.52226,0.8477,0,0.5,0.0,,
ENSG00000107104,7,3,1,0,0,1,27913.33943605074,355284.1215006515,2018-08-13,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,27,KANK1,-0.14900005,-5.0552,-3.699,2,-1.0,-1.0,Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1643685;R-HSA-5663202
ENSG00000107562,9,3,0,0,0,1,4428.697810877906,502231.5406594711,2009-02-08,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,CXCL12,-0.06700003,-0.53508,-0.92184,5,-1.0,-1.0,Signal Transduction;Developmental Biology;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-1266738;R-HSA-9006934
ENSG00000107742,3,3,1,0,0,1,205425.60717824215,598869.4096893278,2019-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,SPOCK2,0.100000024,0.22337,-0.12722,0,0.5,-1.0,,
ENSG00000108342,4,3,0,0,0,1,26020.4828907398,95905.57783546533,2023-05-17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,6,CSF3,-0.23699999,0.93431,-0.82169,4,0.5,0.0,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins,R-HSA-1280215;R-HSA-168256;R-HSA-449147
ENSG00000108828,3,3,1,0,0,1,76460.46239913636,718784.6890415357,2022-08-01,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,VAT1,-0.01999998,1.5325,0.28271,1,-1.0,-1.0,Immune System,R-HSA-168256
ENSG00000109625,3,3,1,1,0,1,5602.666666666667,235397.69820205137,2017-05-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,CPZ,-0.96599996,-6.6902,-5.1274,0,0.5,0.0,,
ENSG00000110400,4,3,0,0,0,1,383158.3001114715,498258.534626183,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,NECTIN1,0.34100002,1.9613,0.89533,2,0.5,-1.0,Nectin/Necl  trans heterodimerization,R-HSA-420597
ENSG00000110492,9,3,0,0,0,0,103877.27822338727,633132.2332759313,2017-10-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,7,MDK,-0.69799995,-0.025016,-0.8712,3,0.5,-1.0,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000110665,4,3,1,0,0,1,6455.028095238095,464892.4593283075,2013-06-16,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,C11orf21,-0.82799995,0.15041,0.4425,0,0.75,0.0,,
ENSG00000110880,3,3,1,0,0,1,464892.4593283075,718784.6890415357,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,CORO1C,0.62,2.9409,1.169,0,-1.0,-1.0,,
ENSG00000110975,4,3,0,0,0,1,195005.6685718255,1424218.0900670097,2020-06-15,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,SYT10,0.18599999,0.87125,0.17957,2,0.5,1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000111344,5,3,0,0,0,1,5504.0130519525,203090.6413944402,2021-09-30,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,RASAL1,0.01999998,0.3923,0.10975,1,0.5,0.0,Signal Transduction,R-HSA-162582
ENSG00000111596,4,3,1,0,0,1,17115.61307125707,714039.8414241908,2017-06-12,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,CNOT2,0.78900003,3.2082,0.73996,3,-1.0,-1.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Deadenylation of mRNA;Developmental Biology;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-429947;R-HSA-1266738;R-HSA-74160
ENSG00000112214,8,3,1,0,1,1,25788.156322680115,360605.992793193,2013-06-23,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,26,FHL5,-0.40600002,0.50675,0.326,0,0.5,0.0,,
ENSG00000112992,3,3,1,0,0,1,11820.981159685385,132810.11396011396,2022-07-26,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,NNT,0.412,2.1843,1.1675,1,0.5,-1.0,Citric acid cycle (TCA cycle),R-HSA-71403
ENSG00000113263,3,3,1,0,1,1,108784.9761126256,183579.49764748462,2019-10-24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,ITK,0.356,2.3278,-0.5042,2,1.0,0.5,Immune System,R-HSA-168256
ENSG00000113389,7,3,1,0,0,1,12542.479619943082,448058.917711015,2018-08-13,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,NPR3,0.07999998,0.5766,0.0078059,0,0.5,0.0,,
ENSG00000113600,6,3,0,1,1,1,31971.308488731265,250587.75487558788,2015-12-21,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,9,C9,-0.22300005,-0.66282,0.11928,2,1.0,0.5,Immune System,R-HSA-168256
ENSG00000113638,3,3,1,0,0,1,8899.182776992497,111054.97262387123,2019-08-05,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,TTC33,-0.13199997,0.59972,-0.029523,0,-1.0,0.0,,
ENSG00000113889,5,3,0,0,1,1,455.18696069031637,168116.01355658393,2012-10-09,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,KNG1,0.425,0.92609,0.49566,7,1.0,0.5,Signal Transduction;Post-translational protein modification,R-HSA-162582;R-HSA-597592
ENSG00000114302,5,3,1,1,0,1,66821.18426408028,384314.83364002535,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,5,PRKAR2A,0.254,0.92442,0.35595,13,0.5,-1.0,Signal Transduction;CREB1 phosphorylation through the activation of Adenylate Cyclase;Developmental Biology;Disease,R-HSA-162582;R-HSA-442720;R-HSA-1266738;R-HSA-1643685
ENSG00000114902,4,3,1,0,0,1,94951.97167384504,453046.0257943742,2018-10-03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,4,SPCS1,0.009000003,0.38027,-0.20401,5,-1.0,-1.0,Disease;Translation;SRP-dependent cotranslational protein targeting to membrane,R-HSA-1643685;R-HSA-72766;R-HSA-1799339
ENSG00000115705,7,3,1,0,1,1,12523.167863773606,381165.6245253304,2016-05-16,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,3,0,0,0,22,TPO,0.032000005,0.32831,-0.27418,1,1.0,0.0,Metabolism of amine-derived hormones,R-HSA-209776
ENSG00000115963,3,3,0,0,0,1,1991.9458375125375,38092.548464040476,2012-01-04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,RND3,0.467,1.4522,-0.15454,1,0.5,-1.0,Signal Transduction,R-HSA-162582
ENSG00000116580,4,3,0,0,1,1,21147.42176870748,931858.935708564,2020-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,GON4L,0.51,3.3823,1.62,0,-1.0,-1.0,,
ENSG00000116785,4,3,1,0,0,1,1725.7049053688684,378712.0243337037,2010-08-08,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,CFHR3,-0.30200005,1.502,0.89662,1,1.0,1.0,Immune System,R-HSA-168256
ENSG00000116985,3,3,1,0,0,1,260210.21963428933,672632.4785173276,2021-04-22,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,BMP8B,-0.29700005,1.1878,0.12574,0,-1.0,0.0,,
ENSG00000117020,6,3,1,0,0,1,1871.6973317403424,1778690.168860174,2017-03-27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,11,AKT3,0.518,4.235,-0.90163,27,-1.0,-1.0,Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);G beta:gamma signalling through PI3Kgamma;RUNX2 regulates genes involved in cell migration;Disease;G-protein beta:gamma signalling;Rab regulation of trafficking;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-392451;R-HSA-8941332;R-HSA-1643685;R-HSA-397795;R-HSA-9007101;R-HSA-9006934;R-HSA-5663202
ENSG00000117280,3,3,1,0,0,1,2839.268167569108,1424218.0900670097,2009-11-15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,RAB29,0.21200001,1.4959,0.70118,1,0.5,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000118482,4,3,0,0,0,1,131525.74533408263,1076472.0138856068,2019-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,4,PHF3,0.699,0.79829,0.074592,0,-1.0,-1.0,,
ENSG00000118515,3,3,1,0,0,1,86869.04450932604,235397.69820205137,2021-09-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,SGK1,0.28399998,2.1269,-0.37394,5,0.5,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Stimuli-sensing channels;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-2672351;R-HSA-9006934
ENSG00000119147,6,3,1,0,1,1,46282.676044693806,1470466.6505612188,2021-08-24,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,4,20,ECRG4,-0.525,-0.4352,-0.90003,0,0.5,0.0,,
ENSG00000119927,3,3,1,0,1,1,60313.16706022933,170747.68362649818,2024-04-17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,GPAM,0.25300002,1.3848,-0.33578,6,0.5,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Synthesis of PA;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF);RUNX1 regulates estrogen receptor mediated transcription,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1483166;R-HSA-8957322;R-HSA-1655829;R-HSA-8931987
ENSG00000120158,3,3,1,0,0,1,39406.19595155135,100358.73833384078,2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,6,RCL1,0.17199999,-1.2468,-1.1967,2,0.5,-1.0,rRNA processing,R-HSA-72312
ENSG00000120254,3,3,0,0,0,1,2020.2928746928746,270267.2992956902,2010-09-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,MTHFD1L,0.144,1.2196,0.74064,1,-1.0,0.0,Metabolism of folate and pterines,R-HSA-196757
ENSG00000120341,8,3,0,0,1,1,17426.74725331541,1424218.0900670097,2018-10-08,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,23,SEC16B,-0.12699997,-0.42015,-0.53686,1,0.5,0.0,Post-translational protein modification,R-HSA-597592
ENSG00000120708,3,3,1,1,0,1,141293.18354755783,235397.69820205137,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,TGFBI,0.144,0.59018,0.020023,1,0.5,-1.0,,
ENSG00000121380,3,3,0,0,0,1,21201.639474894007,141293.18354755783,2023-01-18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,BCL2L14,0.04000002,0.55859,0.78728,1,0.5,0.5,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000121594,3,3,1,0,0,1,1455.4894671623297,38944.05949995025,2012-05-06,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,5,CD80,0.18199998,1.4654,0.34031,8,0.5,0.5,Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202
ENSG00000121964,3,3,0,0,0,1,31519.426313660828,323648.5577791949,2013-08-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,7,GTDC1,-0.49199998,0.59317,0.070849,0,-1.0,-1.0,,
ENSG00000122786,7,3,1,0,1,1,17853.333333333332,197485.87952538437,2018-08-13,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,CALD1,0.502,1.2584,1.0217,1,0.5,-1.0,,
ENSG00000123095,3,3,0,0,0,1,162367.55694122918,427337.4491868293,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,BHLHE41,-0.21899998,-2.2157,-4.133,1,0.5,0.0,,
ENSG00000124429,3,3,0,0,1,0,141293.18354755783,235397.69820205137,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,POF1B,,,,0,0.5,0.0,,
ENSG00000124614,3,3,1,0,0,1,24407.480025615696,381165.6245253304,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,RPS10,0.735,2.1838,0.50027,18,-1.0,-1.0,Developmental Biology;Disease;Translation;rRNA processing;Regulation of expression of SLITs and ROBOs;Cellular response to starvation;Influenza Viral RNA Transcription and Replication;SRP-dependent cotranslational protein targeting to membrane;Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),R-HSA-1266738;R-HSA-1643685;R-HSA-72766;R-HSA-72312;R-HSA-9010553;R-HSA-9711097;R-HSA-168273;R-HSA-1799339;R-HSA-975956
ENSG00000124664,3,3,1,0,1,1,24267.559108327496,278190.43024910334,2011-11-06,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,SPDEF,0.422,1.1726,-0.54614,0,0.5,0.0,,
ENSG00000125166,3,3,0,0,0,1,5056.7621594471,11815.066044029352,2015-01-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,GOT2,0.40899998,1.7443,0.97636,5,0.75,-1.0,,
ENSG00000125245,5,3,1,0,0,1,53369.71648873449,269829.0934099178,2019-03-28,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,GPR18,-0.23800004,0.94582,0.13591,2,0.75,0.5,Signal Transduction,R-HSA-162582
ENSG00000125255,3,3,0,0,1,1,104829.95456615865,384314.83364002535,2018-11-30,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,8,SLC10A2,-0.464,-1.0034,-0.79626,1,1.0,0.5,Metabolism of steroids;Bile acid and bile salt metabolism,R-HSA-8957322;R-HSA-194068
ENSG00000125637,5,3,1,0,0,1,9658.639391362309,230316.30849350386,2017-03-27,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,PSD4,0.34399998,0.83514,0.19817,0,0.5,0.0,,
ENSG00000127124,3,3,1,0,0,1,63200.72664467542,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,HIVEP3,0.583,2.4535,0.71972,1,0.5,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
