approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
FES	ENSG00000182511	R-HSA-162582;R-HSA-1266738;R-HSA-9006934	Signal Transduction;Developmental Biology;Signaling by Receptor Tyrosine Kinases	40	-19.824123	0.52959216	45
FGA	ENSG00000171560	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-5663202;R-HSA-597592	Signal Transduction;Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	10	7.7214613	-0.5834182	53
FGB	ENSG00000171564	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1	10.809316	0.5704274	-1
FGD2	ENSG00000146192	R-HSA-162582	Signal Transduction	2	6.3972573	-14.822926	10
FGD4	ENSG00000139132	R-HSA-162582	Signal Transduction	2	6.5047197	-14.954884	10
FGD5	ENSG00000154783	R-HSA-162582	Signal Transduction	7	6.6496305	-14.714131	10
FGF1	ENSG00000113578	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	3	-16.748516	-2.4968722	34
FGF10	ENSG00000070193	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	10	11.743108	-2.8053706	52
FGF16	ENSG00000196468	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2	11.433086	-2.4888935	-1
FGF18	ENSG00000156427	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	7	11.491826	-2.3395736	-1
FGF2	ENSG00000138685	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	1	7.015616	3.7138112	57
FGF20	ENSG00000078579	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2	11.485723	-2.382728	-1
FGF21	ENSG00000105550	R-HSA-8963899	Plasma lipoprotein remodeling	4	-7.3176713	3.9395182	-1
FGF23	ENSG00000118972	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202;R-HSA-597592	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	3	9.053251	-1.8973047	-1
FGF3	ENSG00000186895	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2	-16.668205	-2.3429463	34
FGF4	ENSG00000075388	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	1	10.965456	-3.302117	52
FGF5	ENSG00000138675	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	26	-16.483234	-2.225036	34
FGF6	ENSG00000111241	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	5	11.5875225	-2.2830315	-1
FGF7	ENSG00000140285	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	14	11.447502	-2.9295812	52
FGF9	ENSG00000102678	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	6	11.026866	-3.3191202	52
FGFBP3	ENSG00000174721	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-17.200893	21.544779	9
FGFR1	ENSG00000077782	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	3	11.91914	-2.8541136	52
FGFR2	ENSG00000066468	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	28	-16.651693	-2.6861644	34
FGFR3	ENSG00000068078	R-HSA-162582;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	16	-16.529242	-2.8547823	34
FGFR4	ENSG00000160867	R-HSA-162582;R-HSA-1643685;R-HSA-5654719;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Disease;SHC-mediated cascade:FGFR4;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	3	11.332372	-2.5797462	-1
FGFRL1	ENSG00000127418	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	4	-16.698399	21.462069	9
FGG	ENSG00000171557	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-5663202;R-HSA-597592	Signal Transduction;Immune System;Disease;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	17	7.797902	-0.43864378	53
FILIP1	ENSG00000118407	R-HSA-162582	Signal Transduction	9	6.558056	-14.742793	10
FKBP4	ENSG00000004478	R-HSA-162582;R-HSA-1643685	Signal Transduction;Disease	2	2.3075323	18.633875	35
FKBP5	ENSG00000096060	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription)	8	2.5386117	5.2717714	-1
FKTN	ENSG00000106692	R-HSA-9939291;R-HSA-8931838;R-HSA-597592	Matriglycan biosynthesis on DAG1;DAG1 glycosylations;Post-translational protein modification	1	23.052765	16.929878	-1
FLG	ENSG00000143631	R-HSA-1266738	Developmental Biology	24	-15.818252	6.1587167	5
FLG2	ENSG00000143520	R-HSA-168256	Immune System	3	-5.629247	-22.382412	31
FLI1	ENSG00000151702	R-HSA-1266738	Developmental Biology	1	-15.7327795	5.0076776	5
FLNB	ENSG00000136068	R-HSA-1280215;R-HSA-168256;R-HSA-1169408	Cytokine Signaling in Immune system;Immune System;ISG15 antiviral mechanism	6	4.7573276	4.8382792	-1
FLRT1	ENSG00000126500	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-17.072931	21.410389	9
FLRT2	ENSG00000185070	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	3	-16.986746	22.010204	9
FLRT3	ENSG00000125848	R-HSA-162582;R-HSA-1266738;R-HSA-9006934	Signal Transduction;Developmental Biology;Signaling by Receptor Tyrosine Kinases	4	-19.648905	0.66078615	45
FLT1	ENSG00000102755	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	5	-16.995264	22.130898	9
FLT3	ENSG00000122025	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	8	9.923381	1.4050413	-1
FLVCR1	ENSG00000162769	R-HSA-189451;R-HSA-917937	Heme biosynthesis;Iron uptake and transport	1	5.0490923	2.756446	-1
FMNL2	ENSG00000157827	R-HSA-162582	Signal Transduction	2	6.26653	-14.223874	10
FMNL3	ENSG00000161791	R-HSA-162582	Signal Transduction	1	6.239628	-14.379996	10
FMOD	ENSG00000122176	R-HSA-3656244;R-HSA-3656243;R-HSA-1643685	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d);Defective ST3GAL3 causes MCT12 and EIEE15;Disease	1	6.851341	-3.0349152	-1
FN1	ENSG00000115414	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202;R-HSA-597592;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling	4	7.2985325	3.36953	57
FN3K	ENSG00000167363	R-HSA-597592	Post-translational protein modification	3	24.56698	1.9324933	21
FN3KRP	ENSG00000141560	R-HSA-597592	Post-translational protein modification	2	23.536802	2.4041362	21
FNIP1	ENSG00000217128	R-HSA-9639288;R-HSA-9711097	Amino acids regulate mTORC1;Cellular response to starvation	3	18.79547	0.0749147	-1
FNIP2	ENSG00000052795	R-HSA-9639288;R-HSA-9711097	Amino acids regulate mTORC1;Cellular response to starvation	1	18.757172	0.3822432	-1
FOS	ENSG00000170345	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-449147;R-HSA-450341;R-HSA-9006934;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Interleukins;Activation of the AP-1 family of transcription factors;Signaling by Receptor Tyrosine Kinases;Interleukin-4 and Interleukin-13 signaling	2	3.2405748	4.82006	56
FOXA1	ENSG00000129514	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	5	-12.794063	10.711109	42
FOXA2	ENSG00000125798	R-HSA-1266738;R-HSA-9823730	Developmental Biology;Formation of definitive endoderm	17	3.5189338	-1.7113881	-1
FOXA3	ENSG00000170608	R-HSA-1266738	Developmental Biology	1	-15.449002	6.2683406	5
FOXC1	ENSG00000054598	R-HSA-1266738	Developmental Biology	8	-16.304283	5.135749	5
FOXD3	ENSG00000187140	R-HSA-1266738	Developmental Biology	3	-16.626598	5.666303	5
FOXF1	ENSG00000103241	R-HSA-1266738	Developmental Biology	13	-15.36769	5.5685234	5
FOXG1	ENSG00000176165	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-9617828	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);FOXO-mediated transcription of cell cycle genes	8	-0.6159267	7.3382707	-1
FOXK1	ENSG00000164916	R-HSA-597592	Post-translational protein modification	7	24.405113	1.5260478	21
FOXK2	ENSG00000141568	R-HSA-597592	Post-translational protein modification	2	23.817526	2.2377493	21
FOXO1	ENSG00000150907	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807;R-HSA-9617828	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling;FOXO-mediated transcription of cell cycle genes	19	3.2196767	3.9879274	56
FOXO3	ENSG00000118689	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807;R-HSA-9617828;R-HSA-8878159	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling;FOXO-mediated transcription of cell cycle genes;Transcriptional regulation by RUNX3	7	2.8204064	4.03346	56
FOXP1	ENSG00000114861	R-HSA-1266738	Developmental Biology	51	-15.631759	5.2098627	5
FOXRED1	ENSG00000110074	R-HSA-6799198	Complex I biogenesis	1	25.579771	14.46259	7
FPGT	ENSG00000254685	R-HSA-597592	Post-translational protein modification	1	23.734327	1.0044287	21
FPR3	ENSG00000187474	R-HSA-162582	Signal Transduction	1	6.4758015	-14.658126	10
FRAT1	ENSG00000165879	R-HSA-162582	Signal Transduction	1	6.27658	-14.529577	10
FRK	ENSG00000111816	R-HSA-162582;R-HSA-168256	Signal Transduction;Immune System	5	23.907972	23.126532	49
FRS2	ENSG00000166225	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	4	11.657022	-2.7598414	52
FSHB	ENSG00000131808	R-HSA-162582	Signal Transduction	21	6.5769014	-14.679769	10
FSHR	ENSG00000170820	R-HSA-162582	Signal Transduction	6	6.4663377	-14.6259985	10
FST	ENSG00000134363	R-HSA-162582	Signal Transduction	6	6.6571507	-14.881998	10
FTMT	ENSG00000181867	R-HSA-917937	Iron uptake and transport	1	8.6203785	-9.465645	6
FTO	ENSG00000140718	R-HSA-73942	DNA Damage Reversal	126	8.273189	2.0346358	-1
FUCA2	ENSG00000001036	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	2	-24.973667	18.18385	46
FURIN	ENSG00000140564	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-162587;R-HSA-162599;R-HSA-9006934;R-HSA-2173796;R-HSA-2173793;R-HSA-9662834;R-HSA-8963899;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;HIV Life Cycle;Late Phase of HIV Life Cycle;Signaling by Receptor Tyrosine Kinases;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;CD163 mediating an anti-inflammatory response;Plasma lipoprotein remodeling;Post-translational protein modification	32	1.702313	2.4173963	-1
FUT11	ENSG00000196968	R-HSA-597592	Post-translational protein modification	2	23.488503	1.235139	21
FUT3	ENSG00000171124	R-HSA-975578;R-HSA-597592	Reactions specific to the complex N-glycan synthesis pathway;Post-translational protein modification	8	9.47286	-0.082932934	-1
FUT8	ENSG00000033170	R-HSA-1643685;R-HSA-975578;R-HSA-597592	Disease;Reactions specific to the complex N-glycan synthesis pathway;Post-translational protein modification	2	6.643584	-0.10166878	-1
FXN	ENSG00000165060	R-HSA-9854311;R-HSA-71403;R-HSA-1362409	Maturation of TCA enzymes and regulation of TCA cycle;Citric acid cycle (TCA cycle);Mitochondrial iron-sulfur cluster biogenesis	3	7.453999	14.94939	19
FXR1	ENSG00000114416	R-HSA-1643685;R-HSA-5663202	Disease;Diseases of signal transduction by growth factor receptors and second messengers	1	31.16299	21.159332	2
FXYD2	ENSG00000137731	R-HSA-1643685	Disease	1	-13.158002	-2.9889917	3
FYN	ENSG00000010810	R-HSA-162582;R-HSA-3928664;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-9032500;R-HSA-1643685;R-HSA-449147;R-HSA-75892;R-HSA-912631;R-HSA-3928665;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Ephrin signaling;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Activated NTRK2 signals through FYN;Disease;Signaling by Interleukins;Platelet Adhesion to exposed collagen;Regulation of signaling by CBL;EPH-ephrin mediated repulsion of cells;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	6	4.6728806	0.38537383	58
FZD10	ENSG00000111432	R-HSA-162582	Signal Transduction	1	5.5465083	-14.688622	10
FZD2	ENSG00000180340	R-HSA-162582;R-HSA-4608870	Signal Transduction;Asymmetric localization of PCP proteins	1	2.4902422	-0.14504229	-1
FZD7	ENSG00000155760	R-HSA-162582;R-HSA-9664420;R-HSA-9673324;R-HSA-1643685;R-HSA-4608870	Signal Transduction;Killing mechanisms;WNT5:FZD7-mediated leishmania damping;Disease;Asymmetric localization of PCP proteins	4	3.1606076	0.0034967363	-1
FZD8	ENSG00000177283	R-HSA-162582;R-HSA-1643685;R-HSA-4608870;R-HSA-5663202	Signal Transduction;Disease;Asymmetric localization of PCP proteins;Diseases of signal transduction by growth factor receptors and second messengers	4	9.8784075	-2.3282359	-1
FZD9	ENSG00000188763	R-HSA-162582	Signal Transduction	2	5.6312146	-14.845076	10
G3BP1	ENSG00000145907	R-HSA-1643685	Disease	1	-12.500064	-3.0895665	3
G6PC1	ENSG00000131482	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-70263;R-HSA-3229121;R-HSA-1643685	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Gluconeogenesis;Glycogen storage diseases;Disease	2	0.35714862	3.3513467	-1
G6PC2	ENSG00000152254	R-HSA-70263	Gluconeogenesis	7	2.6002393	-3.9437492	-1
GAB1	ENSG00000109458	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	1	11.856249	-2.9109821	52
GAB3	ENSG00000160219	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	1	-17.085613	-14.397301	30
GABBR2	ENSG00000136928	R-HSA-162582;R-HSA-1296041;R-HSA-1296059;R-HSA-997272;R-HSA-1296065	Signal Transduction;Activation of G protein gated Potassium channels;G protein gated Potassium channels;Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits;Inwardly rectifying K+ channels	1	14.572884	-3.3922255	-1
GABRA1	ENSG00000022355	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-16.843367	21.81718	9
GABRB1	ENSG00000163288	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-16.828163	22.10626	9
GABRB2	ENSG00000145864	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-17.121904	21.405117	9
GABRG2	ENSG00000113327	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	1	-17.082819	21.203402	9
GAD1	ENSG00000128683	R-HSA-212436;R-HSA-73857;R-HSA-888590;R-HSA-74160;R-HSA-112310	Generic Transcription Pathway;RNA Polymerase II Transcription;GABA synthesis, release, reuptake and degradation;Gene expression (Transcription);Neurotransmitter release cycle	1	1.0131997	5.9090776	-1
GAD2	ENSG00000136750	R-HSA-212436;R-HSA-73857;R-HSA-888590;R-HSA-74160;R-HSA-112310	Generic Transcription Pathway;RNA Polymerase II Transcription;GABA synthesis, release, reuptake and degradation;Gene expression (Transcription);Neurotransmitter release cycle	1	1.0118742	5.670539	-1
